STATION,NAME,DATE,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,49,57,43,54,50,63,43,,,,,,,,46,53,47,52,51,45,51,51,46,42,45
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,46,58,44,53,50,55,45,,,,,,,,43,54,48,52,49,47,49,50,52,38,45
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",04-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,49,54,44,46,49,54,45,,,,,,,,44,56,42,48,46,49,46,50,54,38,45
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",04-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,58,49,51,44,51,49,46,,,,,,,,46,52,45,51,47,47,46,53,59,41,49
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",04-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,65,51,55,43,51,49,49,,,,,,,,46,50,51,51,52,45,50,54,64,43,48
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",04-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,59,49,50,46,49,50,47,,,,,,,,49,51,55,53,57,46,52,57,64,44,43
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",04-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,52,53,50,49,48,52,50,,,,,,,,49,48,56,60,52,48,57,57,65,50,42
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",04-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,46,53,49,48,51,51,51,,,,,,,,51,49,57,70,51,51,56,54,61,44,43
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,47,53,51,49,53,50,53,,,,,,,,51,49,59,71,50,53,52,53,61,46,42
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,46,56,51,46,49,50,54,,,,,,,,49,53,59,67,52,51,52,55,60,48,45
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,50,55,47,46,50,52,65,,,,,,,,49,48,48,62,60,50,52,53,56,47,51
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",04-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,55,49,53,45,46,54,58,,,,,,,,51,47,49,60,51,53,53,52,53,50,53
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",04-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,58,45,60,48,45,53,58,,,,,,,,55,51,47,56,48,63,52,52,50,53,48
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",04-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,50,45,60,50,49,51,58,,,,,,,,58,48,48,52,51,63,53,53,50,53,50
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,45,48,57,45,49,57,60,,,,,,,,57,50,48,48,51,65,54,56,52,47,53
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,46,52,51,47,52,63,61,,,,,,,,57,47,58,51,48,58,51,53,53,47,57
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,49,52,47,51,56,53,59,,,,,,,,53,48,60,53,49,51,48,55,55,48,60
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,52,47,49,53,54,54,52,,,,,,,,50,58,51,55,51,52,54,53,59,50,65
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",04-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,53,47,48,56,55,59,56,,,,,,,,47,68,53,53,50,51,54,56,58,53,58
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,49,56,48,48,58,64,59,,,,,,,,50,69,56,55,48,52,55,55,54,52,53
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,46,55,49,48,53,65,57,,,,,,,,56,66,55,61,51,55,52,52,53,53,55
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,48,56,49,48,50,61,57,,,,,,,,58,55,56,71,59,61,53,57,53,50,60
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,46,51,50,48,49,60,59,,,,,,,,64,52,56,67,62,56,56,49,54,51,56
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,51,49,49,46,47,56,61,,,,,,,,69,52,52,58,58,57,60,51,56,51,49
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,50,48,51,43,50,53,58,,,,,,,,71,53,50,57,50,62,61,57,59,48,50
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",05-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,43,49,56,44,48,56,55,,,,,,,,63,54,55,63,51,58,63,57,50,49,53
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,44,52,53,47,51,56,55,,,,,,,,57,54,60,67,54,62,62,55,50,46,56
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",05-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,46,50,50,49,53,55,55,,,,,,,,57,52,64,60,56,60,68,62,53,47,55
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,48,48,52,51,55,55,57,,,,,,,,63,49,62,54,58,55,70,73,56,49,57
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,50,48,58,54,55,50,55,,,,,,,,65,54,55,60,58,54,72,76,57,51,60
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,48,50,58,63,56,53,58,,,,,,,,67,60,53,65,48,60,58,69,62,49,64
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,48,50,56,53,58,56,60,,,,,,,,59,67,53,64,49,67,56,57,60,47,70
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",05-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,49,55,50,51,52,57,62,,,,,,,,53,69,53,65,51,71,57,56,62,53,75
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,51,63,53,52,48,58,58,,,,,,,,56,70,56,61,50,65,58,56,61,56,79
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,51,60,52,55,48,54,56,,,,,,,,58,62,56,54,47,59,57,58,63,55,65
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,52,59,49,53,48,57,53,,,,,,,,58,59,57,54,50,58,56,59,58,51,66
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,54,54,53,57,49,61,58,,,,,,,,56,58,62,58,54,58,59,58,52,52,66
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",05-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,51,55,53,54,55,62,55,,,,,,,,57,57,62,60,59,60,62,58,50,49,62
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",05-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,52,58,55,56,54,57,54,,,,,,,,56,61,58,54,62,60,58,58,49,50,65
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",05-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,55,57,61,54,59,60,53,,,,,,,,54,58,64,54,64,60,54,55,52,54,59
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",05-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,59,60,69,55,59,57,53,,,,,,,,49,63,61,56,68,63,60,53,52,58,55
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,64,57,69,55,66,55,54,,,,,,,,49,62,56,56,70,68,63,52,56,59,55
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,63,57,61,57,61,59,58,,,,,,,,52,59,57,58,56,62,60,54,53,56,60
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,55,56,66,59,57,62,64,,,,,,,,55,57,56,59,57,60,54,58,56,56,64
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,56,53,63,61,58,62,73,,,,,,,,56,56,58,59,64,59,56,60,56,58,68
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,60,55,59,60,64,59,74,,,,,,,,57,58,63,55,70,60,65,57,56,57,62
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",05-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,56,57,51,60,63,55,65,,,,,,,,56,57,66,55,71,61,60,61,53,53,56
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",05-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,57,55,53,57,63,54,60,,,,,,,,55,56,68,55,63,58,59,67,57,51,56
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",05-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,58,55,58,56,61,54,59,,,,,,,,55,58,61,56,58,56,60,70,62,51,56
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,55,50,67,58,60,58,58,,,,,,,,57,62,62,58,58,56,63,60,65,56,55
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,51,53,54,60,60,55,59,,,,,,,,60,60,60,65,61,56,62,53,71,61,57
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,52,58,52,58,60,58,59,,,,,,,,61,61,58,67,60,62,63,57,73,62,59
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,56,58,52,59,62,60,56,,,,,,,,60,59,58,63,61,61,60,59,67,60,60
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",06-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,53,64,53,59,68,66,57,,,,,,,,65,58,61,65,58,55,60,56,59,59,61
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",06-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,52,69,55,60,73,66,56,,,,,,,,68,59,66,71,60,58,60,59,60,60,60
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",06-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,50,60,58,56,75,59,55,,,,,,,,67,63,69,76,65,61,56,58,52,56,65
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,53,57,63,50,74,58,56,,,,,,,,65,65,74,77,68,62,56,57,51,59,71
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,53,55,64,51,63,56,56,,,,,,,,61,63,74,72,61,60,55,54,56,62,65
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,56,57,55,60,59,62,61,,,,,,,,61,64,72,65,56,54,61,57,56,58,58
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",06-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,57,54,54,59,56,61,58,,,,,,,,60,59,65,58,55,54,65,56,57,60,54
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",06-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,64,53,49,62,59,57,57,,,,,,,,60,62,63,56,58,55,70,60,57,59,60
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",06-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,70,51,51,69,57,55,58,,,,,,,,59,63,61,55,59,61,78,62,59,57,67
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",06-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,72,57,57,76,59,54,58,,,,,,,,59,56,60,60,57,60,73,60,62,53,65
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",06-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,71,59,56,61,59,58,59,,,,,,,,59,57,66,59,57,58,62,56,59,53,57
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,61,58,57,59,61,57,59,,,,,,,,62,57,71,54,58,61,61,56,60,55,57
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,62,58,58,58,65,59,62,,,,,,,,65,53,64,53,59,64,62,58,60,57,62
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",06-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,61,62,57,58,72,65,62,,,,,,,,65,56,62,58,58,72,63,56,65,58,56
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",06-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,59,66,59,58,58,72,63,,,,,,,,64,57,66,60,59,76,63,60,65,55,54
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",06-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,59,57,65,59,57,76,65,,,,,,,,61,62,63,56,63,69,59,64,63,57,52
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",06-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,58,59,67,63,55,72,68,,,,,,,,60,60,64,58,65,74,57,68,69,58,55
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",06-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,57,62,66,69,55,73,63,,,,,,,,58,61,66,62,60,66,60,67,74,61,57
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",06-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,57,63,58,63,56,74,58,,,,,,,,63,63,66,62,62,61,60,63,71,63,63
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,61,60,57,63,58,65,61,,,,,,,,67,67,64,63,67,61,60,63,63,60,68
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",06-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,59,60,54,67,61,62,64,,,,,,,,63,63,70,61,73,64,58,70,67,63,61
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",06-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,59,61,59,70,65,62,64,,,,,,,,64,67,71,58,79,64,62,69,74,71,62
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",06-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,56,67,64,72,69,65,59,,,,,,,,63,66,76,61,70,60,62,67,83,78,63
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",06-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,57,70,61,62,69,66,59,,,,,,,,65,62,77,65,60,61,61,70,88,78,61
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",06-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,55,73,60,58,73,66,61,,,,,,,,70,60,77,71,61,60,61,62,91,65,64
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,59,73,60,60,68,69,65,,,,,,,,74,61,72,65,62,62,64,58,78,58,66
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,60,63,60,61,63,67,67,,,,,,,,76,63,70,63,69,63,68,62,68,62,69
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,57,60,62,60,62,66,61,,,,,,,,79,72,76,62,64,61,71,60,66,65,67
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,55,60,65,60,61,63,60,,,,,,,,71,73,79,63,62,60,62,58,66,62,67
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",07-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,56,58,70,60,63,61,63,,,,,,,,72,65,80,67,64,61,59,58,68,58,69
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,60,57,66,59,65,64,66,,,,,,,,65,64,76,62,64,68,63,60,67,57,73
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",07-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,62,60,61,61,64,64,65,,,,,,,,64,64,79,62,69,69,63,60,64,63,76
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",07-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,68,61,61,66,66,68,63,,,,,,,,65,69,73,60,70,70,63,63,64,64,73
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",07-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,58,63,61,62,61,63,63,,,,,,,,66,71,68,62,67,65,63,63,66,66,64
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,61,65,66,63,63,61,58,,,,,,,,64,72,69,65,67,67,63,62,60,67,62
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",07-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,70,61,70,66,67,63,62,,,,,,,,72,70,71,62,69,67,67,62,65,67,64
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",07-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,70,62,66,75,73,62,60,,,,,,,,67,67,67,62,66,63,65,64,67,65,63
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",07-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,68,62,65,69,68,63,65,,,,,,,,62,73,65,63,62,68,66,62,66,70,64
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",07-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,67,63,64,70,68,63,65,,,,,,,,62,76,66,63,64,73,69,63,69,74,64
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",07-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,63,,59,68,65,69,65,,,,,,,,62,75,68,65,66,75,69,62,65,66,64
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",07-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,59,64,60,61,68,71,66,,,,,,,,68,69,69,65,65,72,68,64,64,65,71
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",07-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,59,62,65,65,68,69,63,,,,,,,,71,68,69,66,66,78,68,67,61,66,75
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",07-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,58,63,59,67,65,66,64,,,,,,,,75,74,68,65,63,78,68,71,61,66,72
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",07-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,56,69,60,67,67,70,70,,,,,,,,70,68,68,64,65,74,67,69,64,62,68
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",07-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,61,69,60,67,70,73,73,,,,,,,,65,63,75,66,68,67,63,65,67,61,67
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",07-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,66,62,65,66,72,73,64,,,,,,,,66,67,82,65,66,63,61,66,68,66,72
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",07-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,65,65,64,68,74,70,65,,,,,,,,65,63,71,66,66,62,65,72,65,71,72
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",07-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,63,68,59,69,75,70,69,,,,,,,,63,62,67,68,65,67,71,74,62,69,66
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",07-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,65,70,64,77,73,70,65,,,,,,,,65,62,65,70,70,71,71,72,64,65,67
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",07-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,62,60,65,73,68,76,65,,,,,,,,70,63,65,67,70,76,66,66,65,63,70
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",07-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,61,66,64,70,66,82,65,,,,,,,,72,60,66,63,68,75,65,63,71,67,66
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",07-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,59,68,66,63,65,80,67,,,,,,,,71,62,65,67,72,76,70,62,72,74,63
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,64,64,63,60,66,61,71,,,,,,,,73,66,63,72,70,77,73,65,71,78,65
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",07-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,69,63,61,64,70,68,74,,,,,,,,67,69,61,67,65,72,70,71,72,77,67
