STATION,NAME,DATE,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",05-21,62,71,56,81,60,58,66,57,68,59,83,73,53,61,55,67,57,56,61,61,64,86,65,70,58,64,65,59,72,66,59,70,59,65,61,73,61,80,62,64,85,62,62,62,66,67,73,79,52,65,63,70,67,83,61,64,62,59,59,63,57,70,61,60,62,52,76,62,58,83,79,75,59,62,71,65
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",05-22,65,76,61,63,65,58,70,60,79,60,63,78,59,63,49,69,58,56,64,63,66,90,66,66,60,61,61,59,63,53,62,69,56,73,66,79,54,73,71,69,64,60,55,62,70,75,77,77,59,61,64,78,63,84,62,76,59,63,65,68,57,71,57,63,55,54,68,61,66,78,80,77,62,64,66,66
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",05-23,66,68,69,57,67,49,62,65,66,69,76,63,63,68,51,65,65,60,72,62,66,67,73,62,58,58,63,61,64,64,63,72,60,67,75,84,58,72,74,71,59,62,61,60,79,85,76,80,61,63,63,71,63,70,68,66,69,66,63,72,59,71,62,65,58,62,65,64,66,63,70,62,65,60,59,71
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",05-24,80,71,79,62,71,60,61,57,67,66,81,59,58,72,56,68,56,61,80,65,68,68,77,66,60,58,71,66,60,69,61,81,59,65,62,71,60,67,80,59,65,62,66,61,89,68,71,81,70,58,59,61,66,84,67,63,74,77,59,75,77,69,61,56,63,64,59,60,66,70,68,56,71,63,68,77
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",05-25,73,71,73,65,65,71,53,57,70,67,85,59,62,54,61,68,65,69,62,74,63,67,62,67,67,61,66,56,61,57,58,67,53,66,56,68,54,69,68,60,66,58,67,62,74,77,64,81,73,66,52,68,62,74,68,69,73,89,61,67,66,65,57,61,72,65,65,71,65,81,68,72,63,63,66,82
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",05-26,69,61,60,62,74,59,61,60,55,70,71,60,63,62,63,71,72,74,58,67,66,60,60,71,82,58,66,66,76,60,63,60,49,67,64,80,62,63,69,59,61,59,64,63,67,69,64,76,67,68,55,70,63,68,68,78,63,89,61,57,68,67,60,58,72,62,68,76,62,86,75,77,66,60,62,70
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",05-27,60,65,63,59,80,65,62,68,63,76,69,63,60,66,60,79,75,64,64,70,67,59,62,69,86,66,68,73,63,61,62,62,54,75,70,92,69,67,76,62,64,53,69,64,69,70,57,82,64,69,68,64,63,55,65,70,60,76,58,64,69,77,53,62,63,63,66,82,64,86,70,66,75,64,58,64
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",05-28,53,67,63,60,60,57,61,59,68,80,71,62,68,68,59,76,67,62,66,61,69,59,54,51,91,85,64,76,56,66,61,66,63,77,74,83,81,55,77,66,60,63,64,56,68,74,59,84,62,69,64,68,61,62,62,74,59,63,64,81,66,83,54,59,62,61,66,79,62,74,65,70,82,72,56,68
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",05-29,58,66,65,67,62,58,58,52,75,80,70,68,67,63,61,71,68,62,57,57,65,59,64,53,73,69,64,77,58,61,69,73,59,67,80,66,75,62,83,61,60,65,70,63,71,73,69,79,61,67,61,69,60,69,65,69,60,64,73,87,59,78,59,61,61,62,69,73,64,58,67,75,80,73,60,63
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",05-30,69,64,72,69,64,63,59,57,87,69,64,76,63,71,62,70,84,62,62,66,67,71,77,54,73,64,72,81,59,62,78,79,64,66,79,58,58,68,86,59,62,73,56,65,76,62,64,75,61,63,73,61,52,85,67,68,64,64,72,82,62,80,65,61,66,67,74,77,72,72,67,76,60,80,70,64
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",05-31,77,64,67,71,58,60,62,57,62,74,71,83,64,83,67,72,90,72,63,79,65,78,94,55,62,62,78,88,55,66,82,85,66,70,60,58,61,53,79,63,60,79,57,67,84,69,66,77,69,63,62,57,57,60,69,66,61,66,69,79,63,82,62,59,64,73,72,61,80,67,68,76,63,86,71,69
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",06-01,71,67,78,74,65,62,73,55,64,74,73,63,75,82,60,54,63,77,51,66,60,77,94,54,67,62,72,66,62,63,86,88,57,64,63,63,62,65,78,70,59,79,67,60,75,67,69,73,74,71,72,61,68,57,67,68,68,65,67,81,58,88,62,61,68,69,74,64,74,73,77,75,68,85,73,72
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",06-02,76,74,84,64,72,67,66,61,68,75,71,67,76,77,61,65,67,73,55,64,68,80,76,52,74,66,58,62,62,63,87,81,59,62,65,63,64,68,74,79,65,83,62,58,72,69,71,75,79,64,66,66,67,59,68,73,69,61,69,84,62,89,63,68,66,72,65,68,70,67,63,69,66,75,62,74
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",06-03,67,80,70,56,62,60,62,63,55,76,75,60,66,75,52,56,74,76,60,74,67,83,71,60,75,73,54,66,64,68,88,72,63,62,65,65,60,67,67,77,66,88,63,63,78,67,64,66,74,65,60,57,79,61,65,81,77,64,68,69,58,91,61,78,63,79,67,73,82,67,69,72,66,68,68,70
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",06-04,70,84,61,64,71,61,61,60,59,76,84,66,73,69,60,58,67,76,70,80,71,73,80,70,76,81,63,69,66,81,92,71,63,66,63,68,64,67,68,64,62,84,66,70,73,77,64,60,67,65,66,58,83,60,67,87,79,62,68,63,59,68,69,71,55,80,72,80,85,74,69,66,70,66,65,73
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",06-05,75,83,52,63,64,61,55,71,60,64,63,65,75,59,66,69,68,75,80,67,74,62,75,65,75,60,63,65,70,84,83,64,52,65,64,73,62,57,65,68,62,70,62,62,77,62,60,57,70,68,75,57,66,64,62,90,66,61,73,63,54,63,62,72,56,80,77,85,93,84,75,66,66,55,64,82
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",06-06,82,72,55,61,67,60,61,74,56,68,73,63,64,67,74,58,66,82,66,65,63,69,67,62,77,62,64,65,72,72,71,71,63,57,66,79,64,59,62,79,66,75,65,56,76,62,63,77,76,62,79,60,62,74,55,90,64,60,70,63,55,67,65,64,61,71,76,88,88,79,68,64,63,63,72,87
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",06-07,87,79,64,66,70,64,66,85,62,65,75,61,66,68,65,60,56,65,66,64,62,78,63,58,69,64,65,69,67,66,74,76,65,58,72,73,59,64,64,62,57,68,67,70,72,66,69,80,71,67,67,59,58,73,59,72,62,62,64,69,55,73,69,62,61,69,74,87,84,63,64,70,64,69,70,73
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",06-08,87,76,72,73,73,69,64,96,63,69,61,59,72,60,61,66,53,65,74,69,61,81,60,67,78,63,73,80,66,70,65,80,68,60,77,65,62,68,75,61,67,63,59,76,69,63,75,82,69,72,64,63,63,60,72,64,74,69,64,58,57,79,62,69,59,69,70,84,67,63,63,75,64,68,59,56
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",06-09,81,68,73,70,71,71,67,75,60,69,61,62,77,69,63,77,79,78,66,67,67,67,64,62,66,65,78,79,69,76,66,79,65,62,83,63,64,75,83,68,64,73,58,75,72,64,76,60,66,76,59,66,60,60,67,60,66,65,67,64,55,75,63,65,63,71,68,78,64,67,62,79,62,65,67,62
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",06-10,76,74,75,63,61,71,64,74,59,67,61,65,74,66,72,72,60,56,64,67,70,72,61,63,56,75,75,81,68,67,72,75,66,66,80,67,67,81,78,77,65,84,64,65,69,60,73,69,69,63,71,79,59,53,75,68,62,64,76,62,58,73,64,66,66,68,75,76,65,70,68,87,72,59,69,71
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",06-11,60,74,59,71,51,59,64,63,65,64,67,65,70,69,56,70,59,65,66,71,64,71,70,65,64,65,80,82,59,73,69,70,66,63,62,69,69,71,82,76,67,73,61,64,74,69,65,68,66,65,72,85,55,57,82,62,61,67,72,70,55,76,74,70,74,69,71,68,67,64,69,95,71,73,57,84
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",06-12,68,74,64,70,62,61,62,59,67,62,66,65,78,83,63,74,65,69,61,70,66,73,75,60,56,65,85,79,64,72,64,69,62,64,61,74,72,63,90,75,71,73,67,64,60,73,58,63,71,70,66,82,62,66,94,65,62,65,68,66,65,75,70,68,65,70,60,75,70,65,67,80,59,64,60,66
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",06-13,68,80,58,78,66,66,66,60,65,62,72,63,73,84,75,81,64,65,73,74,64,78,63,62,71,63,70,76,64,67,67,71,61,66,69,71,73,68,65,77,77,67,76,63,58,67,60,62,71,74,62,84,66,62,68,67,64,66,64,67,63,63,65,63,61,68,64,82,65,65,68,70,63,65,63,66
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",06-14,72,68,73,74,64,66,58,62,68,68,76,67,62,86,77,88,71,64,86,80,70,84,55,64,64,63,68,61,76,66,67,69,60,64,75,68,70,66,69,65,86,66,70,67,69,69,66,65,71,72,61,67,62,64,67,72,64,68,70,67,64,73,61,65,63,78,65,86,60,61,73,75,67,69,62,72
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",06-15,71,65,84,75,59,71,59,63,59,74,84,58,63,88,69,85,67,75,77,81,75,88,61,64,66,54,80,61,62,74,66,69,66,65,80,63,60,71,67,63,77,68,64,60,72,72,69,64,71,67,67,70,66,65,64,78,69,71,66,67,70,71,60,70,72,75,64,73,66,68,78,77,64,72,67,72
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",06-16,60,73,65,72,57,58,60,63,66,73,90,67,64,90,68,84,55,72,66,83,72,91,76,66,64,59,83,63,66,87,76,60,62,63,83,63,62,83,60,71,66,67,72,66,69,76,72,63,63,68,64,70,73,65,62,85,78,70,69,58,71,68,62,71,70,78,64,77,70,63,88,76,68,79,57,59
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",06-17,66,77,73,72,70,59,64,61,67,68,88,80,65,74,71,72,61,66,74,82,74,84,82,63,68,64,81,68,78,71,71,64,65,58,94,62,67,88,62,77,66,68,73,72,71,77,66,64,63,66,60,65,80,68,64,62,85,70,68,65,62,72,69,58,66,74,66,76,69,71,87,66,73,74,63,62
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",06-18,71,66,80,71,75,59,62,67,70,68,75,85,62,71,77,69,58,72,67,87,81,69,84,66,73,71,81,73,86,69,75,67,69,66,92,64,69,78,67,79,70,64,72,75,80,68,70,66,66,62,65,65,61,78,67,63,86,76,67,76,61,69,57,63,63,68,78,75,66,74,85,70,77,76,66,62
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",06-19,68,71,69,78,70,59,70,77,61,66,76,73,60,67,77,70,60,68,67,61,67,64,86,66,77,80,71,69,70,70,80,67,73,63,83,67,73,73,69,62,73,68,75,55,81,73,77,64,72,67,74,62,65,79,75,60,86,79,68,81,71,65,56,70,67,63,68,77,72,73,88,70,81,81,68,60
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",06-20,60,74,62,83,63,63,71,76,59,63,84,64,59,72,80,65,65,70,64,57,70,68,84,80,61,86,79,63,72,73,71,72,73,57,74,71,58,72,73,64,74,69,84,65,81,62,78,67,76,59,82,61,74,77,83,62,88,70,69,75,83,65,63,78,76,69,72,78,75,69,69,72,74,89,76,71
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",06-21,63,63,61,76,63,61,66,63,68,72,91,70,64,81,81,58,69,74,68,67,67,67,80,70,61,84,70,65,68,71,69,71,67,62,78,65,58,68,79,69,81,73,73,69,89,62,77,73,68,64,69,62,69,64,73,64,88,61,72,68,77,68,74,67,75,78,77,77,71,75,69,66,71,76,68,78
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",06-22,62,68,64,70,64,60,65,65,70,69,77,71,74,82,85,69,77,71,59,72,65,62,80,65,63,62,70,71,71,77,72,75,68,67,82,62,71,65,82,71,70,84,68,72,92,67,65,79,63,64,67,69,67,64,72,65,74,71,74,70,68,72,77,66,57,72,77,79,75,81,72,66,80,77,71,81
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",06-23,70,64,66,74,69,61,71,65,64,69,62,71,82,85,81,59,71,70,67,76,75,62,76,54,57,65,74,60,69,80,69,78,66,73,86,67,83,65,75,79,66,90,72,71,92,73,69,77,63,67,62,65,69,57,75,72,67,74,82,59,66,72,74,67,60,70,76,78,68,89,79,71,85,83,77,71
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",06-24,64,64,68,84,72,63,74,69,65,72,71,66,66,70,78,65,67,66,70,80,82,65,83,62,61,64,66,62,64,73,67,84,65,78,74,68,76,73,77,85,77,82,68,67,92,80,72,77,67,70,63,66,69,67,85,79,66,71,88,69,71,70,64,68,67,74,79,87,69,96,71,75,78,87,87,79
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",06-25,64,63,78,74,70,63,67,66,66,64,75,67,65,66,64,65,71,64,70,67,87,69,76,63,64,72,63,64,69,76,76,84,63,66,69,73,81,73,73,88,73,70,71,72,87,70,70,77,72,66,63,62,80,73,85,82,73,64,90,82,73,69,68,72,67,72,70,89,72,72,73,72,81,102,90,74
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",06-26,74,61,78,81,69,62,61,63,77,72,66,65,69,71,73,58,65,68,65,69,71,69,60,60,62,73,67,66,72,72,85,75,65,67,72,75,68,66,83,85,68,68,73,76,74,67,77,83,76,69,69,64,83,65,69,81,76,64,85,74,66,79,70,69,65,70,70,92,80,71,67,70,82,104,91,74
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",06-27,79,61,82,87,57,62,67,65,72,65,66,69,73,70,78,63,61,76,67,74,62,69,60,55,72,63,75,65,81,75,88,77,64,72,69,68,75,72,68,84,65,66,73,77,83,65,80,91,68,68,77,60,88,66,62,88,76,66,74,70,81,70,71,74,73,87,68,83,85,68,69,73,64,108,65,79
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",06-28,82,64,81,92,66,71,77,65,69,65,66,70,80,66,78,63,63,82,67,73,60,72,63,64,77,59,86,71,81,73,67,68,68,80,73,70,67,68,69,93,65,64,79,64,75,69,64,91,66,66,82,64,87,69,66,77,79,73,80,67,91,74,67,67,72,86,69,84,76,78,72,77,71,85,69,81
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",06-29,83,73,77,90,61,68,59,57,65,68,69,77,69,73,67,69,71,89,67,75,68,78,63,65,72,63,83,80,73,83,75,67,66,64,63,67,62,70,75,83,70,69,72,72,66,72,70,96,72,69,75,65,72,71,67,69,80,77,85,73,92,75,65,67,71,93,78,87,72,86,66,81,72,74,75,79
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",06-30,74,70,77,73,67,71,57,61,69,67,76,72,65,74,69,76,75,82,55,78,72,83,68,65,73,65,68,71,71,73,76,59,70,71,67,63,67,74,64,77,71,63,70,81,75,69,64,87,79,67,69,63,66,70,67,70,78,66,83,75,82,79,62,72,68,89,94,90,73,72,71,81,66,74,75,80
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",07-01,69,72,81,79,68,73,66,62,74,69,80,67,65,75,72,72,73,82,54,83,87,67,82,68,72,74,74,70,70,71,68,69,77,78,68,67,66,89,70,66,64,66,63,89,77,69,67,65,79,71,72,62,66,78,68,70,72,64,84,79,76,83,65,82,68,83,81,93,75,77,70,62,66,79,67,80
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",07-02,70,75,80,67,73,66,70,59,65,68,82,65,71,80,72,75,61,84,56,87,92,66,86,72,82,77,75,75,76,69,67,78,66,85,65,71,73,84,66,73,70,69,73,82,77,65,70,68,77,78,65,61,65,83,67,75,68,75,79,81,82,88,68,72,66,79,71,92,75,70,76,71,67,82,58,82
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",07-03,77,72,79,65,81,72,72,63,66,79,87,69,76,75,62,76,68,80,67,75,87,68,81,63,90,73,68,89,70,69,64,74,61,82,69,78,75,80,65,64,67,71,79,76,79,68,65,75,67,88,63,67,62,77,65,75,70,79,75,84,72,87,65,78,65,71,75,92,71,78,83,75,66,77,72,88
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",07-04,66,68,78,67,68,79,68,67,72,77,91,66,79,68,62,73,70,83,62,76,77,71,75,59,91,60,71,90,76,68,70,80,65,71,68,71,80,75,69,67,67,74,77,73,61,68,72,76,69,73,71,74,67,69,70,71,71,74,65,81,71,81,65,81,69,74,76,91,69,85,85,69,71,74,76,91
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",07-05,67,69,73,70,66,83,80,66,66,63,90,62,87,68,67,65,69,90,67,68,80,71,75,64,84,68,71,81,83,73,77,75,70,60,72,67,71,73,76,68,64,78,73,77,69,69,75,71,70,71,79,81,72,70,77,76,79,68,65,81,70,67,78,84,76,79,84,85,67,85,78,72,74,82,74,83
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",07-06,71,74,69,74,74,88,65,61,68,70,74,69,94,73,75,70,74,74,72,74,85,71,79,71,66,70,71,84,80,84,75,77,72,65,71,65,67,83,75,68,68,75,76,83,69,73,83,75,76,68,77,63,72,73,66,69,70,71,76,78,69,68,90,67,77,75,81,81,76,72,74,68,72,71,77,74
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",07-07,66,80,66,73,82,72,68,69,74,70,69,75,80,75,75,70,80,69,76,67,85,78,82,65,69,72,67,82,75,73,68,79,76,71,74,64,70,87,71,65,76,67,80,83,68,74,78,80,84,67,76,71,77,78,70,71,69,60,85,76,76,65,95,71,80,80,86,86,68,81,81,75,70,73,77,74
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",07-08,71,83,68,73,87,76,62,62,85,73,78,86,77,81,61,67,69,67,71,72,85,83,78,67,65,75,62,83,69,69,69,80,79,69,79,71,73,91,71,66,83,73,81,67,73,68,80,67,84,69,80,86,68,82,78,81,70,70,86,78,84,74,93,74,83,86,80,84,72,80,72,75,73,82,77,79
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",07-09,78,82,68,84,89,80,63,64,81,72,82,84,73,82,70,69,70,71,67,79,76,63,77,59,67,69,68,77,71,72,66,70,64,66,79,69,64,80,64,76,79,69,85,70,77,65,80,72,67,67,73,83,68,78,89,87,69,66,68,89,82,82,81,76,77,72,84,70,71,73,78,70,72,79,75,73
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",07-10,73,75,72,95,87,81,70,72,70,69,80,83,67,93,72,64,79,71,71,84,78,72,76,66,64,70,67,74,72,74,71,70,65,67,77,76,72,80,70,85,72,80,89,84,66,65,83,74,76,69,70,82,71,77,81,80,70,71,71,98,73,85,74,75,75,73,88,72,73,75,82,76,73,81,86,77
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",07-11,71,83,80,96,79,73,71,77,71,74,72,72,80,97,64,74,83,74,74,81,67,71,76,71,65,76,71,73,72,67,79,71,67,72,80,63,64,77,70,86,66,84,87,85,73,70,82,76,82,70,70,77,71,75,83,79,73,73,68,81,81,65,67,70,82,67,90,79,73,78,89,80,70,81,85,75
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",07-12,72,86,76,73,74,66,75,80,80,68,72,71,82,93,64,77,85,83,69,74,66,71,76,77,63,82,77,76,69,73,85,73,72,64,65,68,66,78,67,86,63,73,83,75,79,71,81,72,87,76,75,73,77,67,79,71,81,72,68,78,87,64,70,73,78,79,85,78,76,75,85,79,72,81,77,80
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",07-13,76,85,74,78,82,71,71,82,70,68,85,76,76,78,69,67,75,83,65,76,72,71,83,79,70,86,76,71,74,77,85,78,66,72,65,67,72,81,66,85,67,76,84,74,71,70,72,77,89,75,69,65,72,66,66,78,81,77,78,86,85,71,80,62,74,82,82,82,74,79,87,79,76,74,80,87
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",07-14,77,78,69,81,88,68,68,74,68,69,92,76,79,80,68,70,64,76,73,81,68,76,90,81,73,83,65,76,78,75,74,86,68,76,59,67,78,83,64,73,72,71,88,68,72,63,79,79,91,67,68,68,69,59,77,76,81,69,76,81,81,81,80,76,77,82,88,79,76,77,93,71,81,69,78,91
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",07-15,82,72,75,83,80,74,69,66,73,65,93,83,86,75,72,74,64,82,72,80,68,78,73,80,77,82,67,67,86,69,62,98,74,80,70,71,85,74,58,69,75,66,78,74,79,69,85,82,80,73,88,62,74,66,79,72,74,72,80,81,84,87,69,74,66,88,88,79,76,72,92,80,84,71,71,83
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",07-16,80,77,83,76,69,81,71,75,79,69,83,87,90,79,68,72,68,72,75,75,72,78,76,84,81,83,66,73,83,70,68,96,68,71,76,77,87,80,67,79,76,76,79,72,87,72,74,89,72,75,80,58,82,65,77,78,82,82,69,71,75,90,70,63,79,72,80,82,73,78,85,69,77,77,69,77
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",07-17,82,68,77,76,72,63,70,70,83,75,71,89,86,82,69,75,65,71,73,73,74,81,85,89,86,85,70,74,75,73,73,92,73,66,70,77,81,88,73,80,78,81,82,76,89,75,76,93,59,72,76,69,82,69,75,84,83,87,75,67,71,78,65,74,71,79,75,92,79,82,77,72,72,80,74,81
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",07-18,61,66,77,74,72,67,65,73,89,82,70,88,84,84,73,70,69,74,67,73,76,84,81,87,74,76,71,79,77,77,81,90,76,65,66,72,78,93,78,72,82,77,85,71,89,62,86,92,63,79,75,79,69,73,73,87,85,74,77,72,66,77,68,70,70,82,78,95,71,78,70,73,80,82,83,89
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",07-19,64,69,77,74,69,71,62,76,94,67,74,87,82,84,79,73,74,70,70,68,68,68,72,88,82,63,77,77,81,83,89,85,68,71,64,72,73,91,80,80,95,71,90,75,77,59,100,80,61,83,79,75,77,73,77,83,77,76,84,67,73,81,72,74,77,77,67,80,77,74,74,80,84,72,84,82
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",07-20,67,71,86,79,64,78,68,78,85,73,82,87,80,79,82,70,64,70,77,76,70,77,67,85,83,67,79,80,72,75,93,72,78,70,66,78,67,81,80,83,95,75,94,78,71,69,94,70,73,68,85,69,80,64,81,86,78,81,97,74,80,87,80,70,67,75,75,75,80,78,79,91,87,72,81,78
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",07-21,74,68,82,82,69,70,73,72,80,66,78,92,79,74,84,68,66,77,79,81,72,85,71,76,83,64,73,82,68,79,95,78,85,71,73,79,71,80,68,65,82,78,87,82,70,69,94,74,76,73,90,74,83,72,88,85,79,73,96,71,74,73,65,72,75,79,70,75,84,85,86,83,81,77,72,81
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",07-22,71,66,81,80,61,68,71,72,81,73,85,68,64,69,87,71,66,82,71,83,71,85,75,65,81,68,69,88,72,82,84,76,76,64,74,69,82,70,70,75,75,78,70,99,70,68,86,73,83,75,77,70,63,77,87,79,89,75,95,70,65,69,79,79,69,88,66,79,73,76,90,71,73,80,72,84
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",07-23,71,70,81,72,69,70,73,62,82,75,90,71,73,71,85,68,76,91,69,79,74,79,70,76,70,72,75,86,84,87,75,77,69,73,82,69,91,74,74,75,81,77,67,70,64,64,76,76,86,75,75,67,74,72,81,76,96,75,92,72,65,79,84,83,66,88,69,73,73,82,91,78,69,84,84,73
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",07-24,72,62,79,66,71,67,68,66,83,72,85,74,79,81,85,71,80,86,72,75,81,73,63,86,67,80,75,83,80,78,88,80,76,82,85,66,87,82,69,73,86,84,62,69,73,72,76,81,89,75,83,67,79,77,67,77,95,79,78,78,76,86,86,63,74,88,73,70,81,87,92,85,72,85,87,74
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",07-25,79,65,70,72,77,69,68,69,74,68,87,74,84,85,88,76,80,83,74,69,78,78,66,92,74,82,81,88,83,76,72,84,78,86,87,70,75,85,67,77,94,74,66,76,82,74,79,71,91,77,91,77,72,73,62,77,75,86,84,70,76,89,85,70,80,88,79,72,86,84,92,87,78,83,94,76
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",07-26,80,69,68,78,76,71,69,67,75,68,95,68,87,70,88,78,79,77,80,75,82,81,67,86,73,86,83,87,66,80,73,72,81,87,85,69,77,86,71,75,91,71,75,78,78,69,85,76,89,81,95,83,72,70,73,83,81,87,81,78,74,94,78,72,78,78,83,74,78,70,88,76,88,83,91,79
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",07-27,67,75,64,73,78,74,72,65,70,78,97,70,88,69,88,69,80,82,84,76,88,70,70,82,77,90,86,66,76,74,78,69,82,70,73,74,74,87,72,76,77,76,82,80,82,62,75,77,90,80,97,82,78,65,64,89,84,81,70,77,73,97,73,78,66,70,87,82,84,79,85,81,94,88,94,79
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",07-28,71,80,68,75,80,60,76,66,75,72,73,75,89,77,81,70,85,90,80,81,87,76,61,95,80,81,86,70,85,75,81,79,80,70,67,77,74,87,70,76,78,76,91,77,84,67,75,71,83,74,86,66,73,67,70,93,85,82,69,70,78,103,69,76,72,77,86,90,88,81,94,81,81,91,95,77
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",07-29,74,80,72,79,78,68,75,63,72,69,74,86,94,82,81,66,72,94,74,81,81,84,70,76,81,80,87,71,73,82,83,85,79,71,63,85,78,66,75,74,80,74,88,82,85,73,76,77,86,72,72,73,81,71,71,92,85,85,72,74,64,96,76,79,73,77,85,94,89,80,89,77,86,92,95,77
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",07-30,80,86,78,80,81,69,78,69,68,71,77,93,67,79,74,63,66,93,77,77,85,74,76,71,83,77,89,75,78,85,74,87,79,75,64,77,83,70,80,70,81,68,71,83,90,78,80,82,78,76,72,77,85,66,72,78,72,85,74,77,67,84,69,71,67,71,87,94,75,85,80,83,90,77,95,78
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",07-31,88,92,83,78,75,72,80,70,68,70,79,72,71,83,63,73,67,90,81,83,91,69,64,76,80,77,88,71,78,87,72,72,81,78,66,74,80,71,84,75,72,72,71,75,85,81,84,79,77,78,72,72,79,69,75,74,82,72,74,84,72,90,69,77,73,69,84,92,72,87,75,85,83,81,81,83
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",08-01,75,74,67,76,75,79,64,69,67,73,80,70,65,86,69,75,67,66,83,86,90,71,61,78,67,80,86,75,73,89,78,75,73,67,71,74,71,73,88,78,74,71,79,80,71,85,84,77,72,79,83,80,77,74,70,76,83,77,73,85,70,89,73,77,75,63,85,87,77,91,70,78,76,87,77,84
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",08-02,68,71,68,70,79,68,66,70,54,62,74,74,68,88,61,82,67,66,83,87,78,73,73,75,72,81,81,77,79,88,83,73,61,70,70,73,72,80,82,88,83,74,83,83,73,89,78,80,68,84,85,74,78,69,66,70,72,83,76,72,71,83,76,79,74,77,89,83,71,94,76,82,82,82,74,84
