STATION,NAME,DATE,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",03-08,42,54,44,35,55,53,55,52,43,47,49,48,41,52,47,54,46,61,49,42,52,51,60,45,55,49,55,49,50,50,54,64,51,67,52,58,64,55,54,52,47,57,47,44,59,57,61,67,61,50,46,48,47,50,50,52,65,58,41,53,53,37,48,52,60,55,59,58,53,49,52,48,49,55,47,49
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",03-09,47,56,42,39,47,50,43,49,40,49,50,49,43,47,41,50,46,65,48,45,52,53,60,47,52,46,56,45,42,54,53,68,46,60,52,56,62,52,60,60,47,57,48,46,61,59,53,56,63,49,49,50,51,49,49,53,52,63,47,57,58,40,50,53,49,46,54,56,55,52,59,52,50,54,46,50
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",03-10,51,60,41,43,44,50,42,44,39,50,50,48,44,45,49,48,46,65,52,46,56,53,51,45,57,50,57,51,47,57,45,55,50,59,48,56,57,53,56,56,51,59,49,45,60,62,56,56,63,46,62,52,56,50,51,51,56,65,48,59,60,44,46,53,45,51,58,58,55,53,64,51,51,55,50,52
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",03-11,51,47,43,45,47,48,45,44,43,44,52,49,50,50,49,51,49,65,53,47,55,52,51,51,55,44,52,48,49,47,50,59,46,63,45,58,54,51,53,56,55,53,50,50,63,59,63,54,55,43,68,47,49,50,45,55,56,60,51,53,49,51,49,48,44,55,61,64,60,53,73,48,51,57,55,47
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",03-12,60,49,47,48,45,47,45,44,40,47,55,45,51,48,57,49,43,63,54,45,57,53,60,49,56,47,50,51,46,48,51,70,45,59,43,56,50,54,53,53,55,50,52,50,62,56,63,59,53,45,61,54,47,50,44,59,49,62,54,49,50,55,49,53,47,53,57,63,50,53,64,52,52,60,53,48
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",03-13,54,48,49,49,45,47,47,44,43,43,54,45,45,61,61,49,46,61,54,47,53,52,55,48,56,46,52,47,44,45,54,61,47,58,46,53,51,51,53,53,56,48,53,49,65,53,61,62,55,50,56,50,58,50,47,59,57,61,51,48,44,45,53,53,42,53,58,57,54,57,53,54,43,47,49,51
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",03-14,52,54,49,49,55,49,55,49,48,45,53,54,46,58,61,48,51,54,48,49,53,54,52,46,57,52,57,46,51,48,56,50,43,51,46,54,52,56,53,56,53,49,59,51,55,52,58,53,64,53,56,44,49,44,42,57,56,56,47,47,46,46,65,55,46,58,62,51,47,50,56,60,44,48,53,51
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",03-15,52,55,49,48,57,47,48,43,54,45,55,59,51,55,57,45,53,46,47,55,49,58,49,46,58,48,56,44,54,52,64,54,45,55,51,63,56,63,55,53,58,47,60,57,52,53,52,59,54,49,52,50,50,45,36,54,49,49,50,66,51,44,57,48,52,51,51,57,50,52,58,61,46,52,53,54
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",03-16,50,58,54,48,52,47,48,48,55,51,51,54,45,56,56,50,55,48,48,52,50,56,49,44,66,44,52,47,58,55,64,55,47,54,54,62,58,50,52,52,63,51,57,60,50,55,50,64,51,56,53,52,51,51,40,53,52,53,48,52,46,46,52,51,48,48,50,56,53,53,54,64,55,59,51,62
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",03-17,50,63,46,55,46,46,53,48,62,55,52,49,54,59,46,49,48,49,49,49,52,51,53,49,65,53,55,48,55,55,63,59,51,59,52,60,51,48,54,51,63,51,59,55,51,50,49,57,56,57,59,52,46,53,40,52,52,50,49,61,53,54,52,50,50,53,50,60,57,57,55,76,54,55,55,65
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",03-18,48,55,52,63,46,53,59,47,66,59,51,49,53,54,48,55,46,53,44,52,54,52,58,55,54,49,58,49,52,51,59,57,47,60,52,60,53,52,61,53,66,53,59,52,57,55,51,51,70,56,62,60,50,49,42,51,51,55,53,51,51,50,61,54,41,55,52,60,63,53,55,79,56,56,52,60
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",03-19,47,48,46,56,45,47,53,46,48,48,51,56,59,52,50,61,48,53,41,52,58,55,54,48,56,49,60,48,46,50,64,63,50,56,50,61,51,54,69,55,62,62,58,59,62,52,48,55,56,54,64,63,46,54,37,52,49,55,59,50,53,56,67,50,45,52,52,57,61,54,56,79,61,52,48,56
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",03-20,44,52,49,45,47,47,53,46,45,46,59,51,62,55,44,64,50,50,47,54,69,58,51,49,56,52,58,49,51,53,62,61,51,62,54,58,60,47,54,62,54,49,60,53,63,61,45,49,56,55,54,56,49,53,52,50,60,49,51,51,48,49,56,50,46,50,51,56,54,56,58,60,62,45,49,57
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",03-21,46,53,45,46,49,47,57,47,55,49,55,50,48,55,50,53,49,53,53,54,68,50,54,48,55,51,52,50,58,59,61,68,51,58,55,60,50,48,55,60,52,51,50,50,69,55,42,51,56,55,58,64,55,57,53,53,66,53,54,51,49,49,55,51,48,49,52,53,55,56,49,65,56,53,63,61
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",03-22,44,55,46,51,56,63,53,49,50,51,58,49,59,54,48,47,53,52,60,52,63,55,49,53,52,55,57,47,46,52,54,68,52,54,57,55,55,49,51,54,54,55,49,54,67,56,52,50,45,53,57,58,52,59,58,49,63,56,64,52,59,46,57,62,50,50,55,52,55,58,49,59,58,54,56,50
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",03-23,54,54,50,59,49,59,56,44,49,51,49,55,59,56,54,58,51,48,57,47,58,59,53,49,51,62,59,50,47,53,58,64,53,62,62,56,54,46,52,58,52,53,56,44,64,52,57,49,54,56,55,52,51,63,53,48,56,54,53,53,47,48,68,61,54,54,66,55,51,54,47,57,51,52,57,47
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",03-24,54,53,51,48,51,50,55,44,49,50,51,49,66,55,55,53,50,45,64,48,56,64,51,50,48,52,55,47,46,51,52,50,51,58,58,57,55,48,54,51,44,49,61,48,56,54,58,51,50,62,56,51,54,55,55,55,52,53,53,54,51,47,53,55,59,62,57,58,52,52,52,60,50,54,59,48
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",03-25,50,52,46,51,53,60,45,54,50,52,55,52,64,50,53,51,43,44,65,48,52,70,55,47,46,51,60,46,48,49,62,56,55,58,53,58,46,47,61,54,53,51,61,53,60,57,66,56,55,53,50,45,51,50,47,52,51,50,49,59,46,52,54,50,56,62,52,69,56,49,46,58,49,53,59,50
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",03-26,56,52,47,53,51,52,42,64,48,56,55,49,58,52,45,51,49,53,57,48,55,56,53,45,46,50,57,51,46,52,58,52,51,53,51,53,52,50,64,55,49,51,62,56,54,59,71,62,52,50,47,45,58,48,46,54,52,52,62,50,45,51,61,51,55,56,54,65,58,53,52,60,49,54,63,59
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",03-27,70,51,47,58,58,49,43,54,50,55,56,50,58,58,52,46,52,47,64,43,48,61,54,52,47,52,52,54,43,53,57,57,53,55,50,48,56,53,61,57,50,51,67,53,56,58,73,69,54,51,49,47,50,49,52,54,54,47,57,54,45,43,56,51,58,61,53,60,55,53,54,64,50,47,56,59
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",03-28,64,43,52,52,45,52,51,51,51,58,56,49,51,60,64,47,65,55,70,46,52,60,54,55,51,47,57,57,51,51,59,54,53,50,49,57,52,47,57,65,50,53,60,53,61,53,74,69,56,55,54,48,50,49,53,65,62,50,53,63,42,50,50,49,51,65,53,60,55,55,55,62,54,51,58,61
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",03-29,49,49,45,47,46,49,56,45,48,55,53,50,51,57,67,45,71,57,57,47,53,67,58,46,56,50,54,52,50,57,52,52,53,48,51,57,54,51,54,68,53,51,49,65,68,57,59,72,49,61,48,48,52,53,53,66,78,54,57,53,45,47,48,51,50,68,52,64,63,54,57,66,55,54,56,53
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",03-30,54,55,50,53,46,48,49,53,48,54,53,52,48,55,63,48,64,60,62,50,54,55,60,49,58,50,54,49,60,51,61,50,51,47,45,56,61,55,58,75,55,51,58,61,67,64,58,60,52,49,49,50,58,53,54,56,54,54,60,50,49,48,51,54,49,69,60,55,68,56,59,68,50,62,54,48
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",03-31,53,46,51,62,46,48,46,50,51,55,60,58,51,54,54,48,59,45,55,56,56,53,52,54,58,52,52,50,45,56,52,50,47,54,50,49,62,62,52,82,58,50,60,53,64,61,57,58,51,51,51,55,62,50,52,49,51,53,50,47,50,46,50,48,50,63,58,55,71,56,50,70,50,58,53,48
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",04-01,46,55,47,65,53,59,49,49,51,49,55,55,56,55,51,52,53,49,55,61,55,48,53,53,50,53,52,46,47,57,52,52,56,46,51,49,53,60,56,69,54,47,59,49,72,52,58,61,56,54,54,52,64,45,55,50,53,55,62,50,50,46,50,48,48,57,58,56,71,55,53,68,52,57,55,46
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",04-02,45,62,52,67,50,55,56,50,50,53,54,58,61,51,53,50,52,57,66,62,59,53,56,56,53,61,54,45,57,62,64,50,60,56,46,53,56,48,53,52,50,52,63,51,76,51,53,70,53,49,53,46,63,46,61,47,63,50,61,56,53,50,47,49,62,62,56,52,62,53,50,59,51,63,54,48
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",04-03,47,72,61,57,53,50,56,55,48,53,56,54,64,53,52,57,57,59,75,50,58,50,52,62,63,63,50,43,63,63,58,53,60,52,49,57,52,52,57,60,50,50,65,49,58,55,56,57,59,53,54,45,68,67,65,50,71,52,58,60,57,57,53,47,53,58,55,55,68,61,50,63,50,52,49,51
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",04-04,49,57,62,56,70,50,53,61,51,50,60,49,68,53,57,50,54,51,73,55,53,55,55,69,58,53,55,51,61,73,54,61,60,52,53,63,55,56,58,58,50,53,66,53,52,57,54,54,67,58,55,52,54,49,55,45,56,58,63,71,48,69,51,46,51,57,53,62,58,54,56,57,56,56,53,53
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",04-05,51,64,52,64,68,48,48,70,50,50,64,52,60,58,55,48,49,48,62,58,55,55,49,51,60,54,52,55,60,73,53,55,56,52,53,59,52,65,62,60,51,58,65,50,47,53,51,60,69,61,55,56,49,47,56,51,60,62,57,78,50,70,52,48,49,54,57,57,56,60,65,57,56,60,60,53
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",04-06,44,51,57,52,51,43,53,62,54,54,60,60,68,62,54,56,60,58,55,59,53,53,47,49,54,61,57,53,58,69,60,57,48,52,53,54,54,62,71,58,52,58,56,52,53,57,56,57,59,58,50,49,50,50,51,53,58,54,60,63,51,66,51,49,52,47,70,58,69,59,62,55,60,48,73,57
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",04-07,55,60,50,52,51,49,50,53,53,60,54,67,68,53,56,52,63,58,50,49,54,66,55,51,48,62,60,57,63,57,59,55,52,48,56,54,51,63,58,53,51,61,55,50,55,58,54,53,78,56,52,49,59,51,60,64,58,55,50,61,50,53,50,54,61,56,60,63,78,52,51,61,56,54,56,51
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",04-08,59,71,52,55,55,55,49,55,55,65,53,73,64,53,54,57,56,53,59,50,55,56,55,49,45,64,50,55,53,55,64,52,58,48,59,47,56,70,49,60,54,69,57,52,57,56,59,56,69,56,55,48,62,53,57,56,62,55,58,52,50,58,51,55,70,54,58,63,76,56,62,58,63,50,49,55
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",04-09,50,67,58,64,62,57,53,50,61,54,57,63,53,55,53,60,52,54,57,54,66,59,52,49,53,63,51,61,61,52,69,51,52,51,61,51,48,56,54,53,68,72,70,52,49,50,59,51,61,54,53,53,55,44,54,60,68,52,59,54,53,50,57,55,68,59,59,57,64,53,60,53,69,53,48,47
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",04-10,53,58,58,73,62,45,70,48,68,56,64,52,59,52,59,62,50,56,49,59,59,68,52,48,54,63,56,65,67,58,57,56,55,47,53,52,49,57,48,52,74,67,62,57,60,53,62,56,55,61,51,64,63,56,58,59,74,50,60,61,56,51,60,51,64,54,63,53,58,57,54,53,64,54,53,52
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",04-11,51,58,54,77,55,45,53,49,63,56,73,55,51,50,70,58,52,59,49,49,53,64,52,64,50,65,55,58,57,63,57,55,64,51,52,54,53,65,54,56,64,67,59,66,57,54,53,51,53,61,52,55,68,47,57,54,80,49,58,52,62,53,56,53,52,46,61,56,58,59,51,60,60,59,47,54
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",04-12,50,55,57,50,64,48,55,46,66,62,55,54,53,56,68,65,53,45,55,49,47,53,56,69,45,61,64,52,54,58,53,54,76,58,50,59,51,66,52,65,73,72,54,63,67,53,51,52,50,52,55,53,67,50,56,56,61,52,49,53,79,48,57,48,57,51,69,53,57,54,53,51,60,64,44,52
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",04-13,59,73,51,67,51,54,51,47,67,58,53,45,55,52,67,56,53,54,59,52,50,57,59,57,55,55,75,50,54,52,50,55,75,68,46,64,57,58,60,60,58,71,62,55,62,62,55,52,59,53,57,62,59,52,53,56,62,51,47,56,57,52,60,47,59,55,68,53,58,52,53,51,64,67,48,56
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",04-14,63,71,49,72,56,58,59,47,50,54,53,53,46,53,58,49,52,64,59,54,48,58,58,52,52,55,58,57,45,58,61,53,59,61,48,65,83,61,55,55,58,60,73,57,66,56,66,58,74,63,59,74,52,64,48,56,53,50,50,57,52,54,60,53,60,57,58,57,59,57,51,56,64,75,50,51
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",04-15,65,58,53,72,60,57,67,49,58,61,55,52,48,64,65,50,49,57,59,47,52,57,61,49,51,51,56,50,47,54,50,47,57,60,52,68,72,57,54,55,64,56,77,65,65,58,72,62,62,61,56,81,56,65,47,57,55,55,54,53,49,60,66,53,61,57,52,64,59,66,47,56,66,79,48,51
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",04-16,62,54,52,58,68,59,54,53,55,62,54,51,52,50,68,51,54,59,59,48,50,56,62,56,49,52,60,54,50,55,54,53,67,62,49,74,57,52,57,52,56,66,56,54,63,60,71,53,56,58,59,68,53,54,53,54,54,54,55,55,57,60,61,52,56,59,53,66,67,60,53,63,70,80,58,51
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",04-17,54,53,61,54,70,62,50,53,62,54,51,55,51,47,77,51,54,55,60,45,55,53,47,54,47,46,58,55,43,55,59,55,57,64,51,69,56,53,53,53,49,67,59,64,58,58,71,54,56,53,58,59,62,57,57,55,58,57,59,55,57,58,70,51,50,53,58,66,80,60,60,62,71,79,52,48
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",04-18,58,55,74,51,69,65,53,53,67,54,53,62,52,48,59,52,58,56,62,51,49,54,52,60,52,52,54,47,47,55,58,56,63,63,56,67,59,51,59,57,61,67,58,71,62,60,65,53,51,56,57,49,63,56,52,59,56,62,63,58,49,68,69,53,56,56,53,70,89,56,62,56,57,72,54,51
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",04-19,61,57,56,56,49,61,55,50,74,59,57,69,51,50,54,52,62,62,53,49,52,55,49,51,54,55,59,53,56,65,56,61,57,55,68,59,57,51,69,59,65,63,57,72,66,73,67,56,50,57,67,52,60,59,55,59,58,64,63,58,45,74,56,54,57,57,60,73,84,58,63,60,65,72,54,47
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",04-20,66,54,50,61,59,56,59,54,73,53,51,69,51,52,62,60,52,57,58,55,54,66,49,54,51,61,56,58,53,61,50,64,55,57,76,59,58,53,56,63,68,60,60,63,60,60,60,62,56,60,65,51,64,61,49,50,56,61,54,62,48,71,51,53,56,54,63,63,81,66,56,60,67,73,56,52
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",04-21,55,55,50,62,65,56,55,52,65,59,51,59,49,43,66,53,50,60,55,61,55,55,53,55,51,55,59,52,55,78,50,68,56,58,77,59,56,50,47,55,53,60,57,56,57,55,63,67,60,59,64,61,63,51,53,57,60,78,57,61,51,53,55,57,68,61,54,60,72,63,59,59,58,62,58,63
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",04-22,57,58,52,65,56,56,58,50,62,52,54,52,51,48,68,56,50,61,52,59,64,56,50,56,55,53,52,50,54,72,58,67,61,69,56,60,55,52,55,66,54,62,53,52,56,57,67,67,54,58,52,68,54,59,55,51,66,64,71,65,57,54,58,66,74,64,53,54,62,53,69,60,54,61,59,54
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",04-23,55,59,57,69,67,61,57,50,61,56,57,58,54,56,54,52,59,57,57,61,60,53,47,54,68,55,51,51,54,76,70,64,64,56,56,56,55,50,50,58,53,66,58,52,61,58,60,70,58,58,56,72,52,69,60,50,57,65,73,58,55,60,54,55,71,70,57,54,64,57,77,61,59,50,67,58
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",04-24,46,59,54,65,64,58,52,50,66,51,57,57,52,54,57,61,62,65,57,51,53,55,46,70,56,63,55,55,54,70,64,69,58,56,64,56,50,52,49,62,53,65,56,55,74,55,64,71,55,62,58,57,55,71,59,58,60,63,65,56,53,53,58,52,57,71,58,56,55,56,75,62,60,60,57,59
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",04-25,49,69,46,67,63,62,44,53,68,59,56,55,58,55,53,59,53,73,56,55,56,62,49,76,56,62,57,53,56,64,56,76,63,60,61,61,54,52,51,78,58,61,50,55,77,52,54,71,50,71,64,50,53,65,47,54,70,65,55,59,57,58,65,57,62,69,59,60,59,58,82,63,62,61,52,67
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",04-26,50,63,52,50,57,60,51,48,65,66,62,50,66,62,50,61,54,77,55,44,58,66,48,55,62,52,53,52,61,69,56,72,66,53,61,65,59,54,54,81,67,63,47,57,70,60,64,70,55,55,68,53,62,56,51,62,77,71,66,62,67,62,55,52,57,57,52,77,59,56,58,54,62,61,56,68
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",04-27,53,61,60,59,53,56,52,60,55,73,66,58,72,64,49,65,52,58,58,54,69,53,57,55,77,54,60,53,73,71,56,68,74,60,55,71,64,56,51,70,71,70,59,54,69,55,63,59,57,53,72,58,61,51,63,67,62,65,73,62,63,54,56,51,56,59,61,60,63,59,55,60,63,64,57,80
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",04-28,45,52,66,54,49,60,49,56,57,75,72,58,63,55,55,61,61,64,57,55,76,52,47,60,51,59,65,60,72,71,59,67,61,73,56,67,57,57,51,72,63,77,59,60,65,61,60,66,58,56,74,63,52,53,65,58,67,54,54,64,64,59,58,54,61,57,77,61,63,57,61,65,63,74,60,76
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",04-29,54,55,63,56,58,55,49,62,57,72,72,55,57,60,54,56,55,54,60,58,71,49,58,67,54,64,62,67,80,73,61,66,57,70,60,65,58,63,58,59,52,81,65,73,65,59,59,67,65,50,80,64,56,53,66,62,74,62,56,62,56,64,58,56,60,55,82,63,61,56,59,67,70,65,60,61
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",04-30,56,52,55,59,57,56,59,55,62,58,62,55,66,59,52,53,57,56,67,57,58,50,61,69,55,71,50,66,85,63,64,57,64,62,62,58,55,68,57,56,52,61,61,72,58,54,63,59,55,57,81,54,65,54,51,66,79,70,57,58,57,73,56,62,55,65,85,65,67,50,62,64,58,61,62,56
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",05-01,58,54,54,64,53,58,65,54,56,60,62,54,62,56,56,52,52,56,74,54,60,55,63,71,62,58,59,50,81,59,61,63,75,58,54,62,55,66,60,54,51,65,62,72,62,60,62,59,56,65,66,49,62,57,53,60,76,62,59,57,58,66,53,53,53,69,65,65,79,61,70,59,66,62,54,70
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",05-02,57,56,53,72,59,72,61,57,57,66,62,55,57,51,52,55,54,52,71,56,65,55,73,73,66,61,62,52,58,58,58,65,59,54,56,61,54,55,61,68,47,72,70,64,69,54,63,62,54,55,66,53,63,59,57,53,68,65,66,57,62,62,54,58,56,71,59,69,87,74,74,63,58,57,54,73
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",05-03,53,59,49,58,56,82,62,65,61,70,66,53,56,47,56,59,56,52,74,62,68,62,62,52,66,62,70,55,61,55,55,59,66,56,58,64,56,55,61,70,54,76,77,65,77,61,69,64,54,59,65,53,56,57,52,53,70,66,74,58,51,62,53,62,52,77,58,63,72,76,64,69,57,63,65,56
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",05-04,57,72,52,69,56,86,59,60,53,72,59,59,55,54,55,59,50,53,77,64,59,66,57,51,69,53,68,56,59,57,60,60,77,58,63,53,55,56,49,73,57,79,75,60,85,64,71,60,57,62,67,61,54,55,52,54,65,68,73,57,64,56,48,57,54,84,60,58,60,59,68,70,65,71,52,51
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",05-05,55,70,53,58,55,72,64,62,63,79,64,67,65,58,48,55,53,59,59,67,51,68,58,64,74,55,69,57,61,63,65,58,63,56,67,63,56,58,53,77,60,76,57,59,79,60,76,62,60,58,60,59,53,61,49,57,62,66,59,58,66,54,61,54,56,87,62,62,68,60,77,76,71,68,55,62
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",05-06,58,77,60,53,62,58,74,63,67,71,65,73,61,58,57,60,61,62,67,66,57,75,59,77,56,53,62,62,66,69,71,61,63,56,58,54,60,58,55,81,55,73,57,58,77,56,80,64,60,63,62,48,59,69,53,57,66,61,58,73,55,58,65,56,64,69,65,69,77,62,69,74,62,59,55,62
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",05-07,59,77,61,64,66,55,71,58,70,63,70,59,59,55,52,61,59,63,70,57,62,84,56,59,60,56,60,70,72,64,67,63,64,64,56,53,72,55,62,84,66,68,63,55,72,60,73,67,53,74,54,51,62,58,55,60,61,61,59,73,55,58,65,58,75,67,57,75,82,64,75,75,68,59,55,66
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",05-08,54,74,55,74,54,56,59,62,70,57,70,60,61,56,57,62,57,67,58,54,71,70,54,64,58,57,58,80,76,70,59,62,61,57,58,58,60,62,50,81,70,59,70,57,57,65,71,62,55,71,54,53,54,60,55,62,63,58,62,64,59,64,67,57,65,73,56,80,66,70,67,83,80,64,57,64
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",05-09,52,73,66,67,65,56,62,54,66,62,61,54,76,57,60,64,58,66,59,52,74,62,53,72,60,59,58,67,81,56,53,60,62,58,58,61,55,56,56,77,69,60,59,64,53,80,77,62,57,69,56,58,52,62,61,62,65,63,67,68,61,64,55,59,56,79,60,67,67,71,62,86,86,67,59,71
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",05-10,57,80,73,57,67,63,58,57,56,61,54,62,67,61,59,63,59,74,65,53,66,72,59,87,65,73,59,62,63,59,59,65,68,60,56,66,58,55,54,66,79,61,61,64,61,68,72,58,58,81,55,55,53,69,65,63,54,60,63,65,60,61,62,51,58,81,66,57,75,60,67,83,87,70,59,75
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",05-11,63,78,68,60,66,73,57,54,57,65,59,81,62,59,59,60,64,63,57,59,67,72,56,63,73,79,56,64,64,65,59,65,67,69,60,71,62,58,56,59,83,64,61,57,59,76,65,63,57,79,57,53,57,67,80,64,60,63,60,63,56,56,62,60,65,71,76,60,80,54,77,67,74,71,51,82
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",05-12,56,77,65,64,70,69,60,50,59,68,68,80,59,52,59,67,55,61,56,59,56,74,61,57,78,84,55,74,73,60,59,67,57,68,59,75,63,55,56,67,73,69,57,59,62,71,60,71,63,76,52,54,58,63,58,68,63,69,65,60,59,52,69,64,76,66,80,54,76,57,85,68,65,73,58,86
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",05-13,55,76,63,61,60,51,67,61,65,68,78,56,61,59,62,68,56,58,52,61,59,63,70,57,78,87,57,65,62,60,53,72,60,62,63,54,56,60,59,64,56,74,57,61,72,69,64,80,61,75,54,57,62,53,56,57,68,69,72,69,54,55,72,66,78,65,82,64,84,59,88,60,65,75,66,89
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",05-14,58,65,62,69,58,57,71,57,68,69,82,49,59,66,57,65,61,54,52,69,67,67,80,61,73,75,54,61,65,61,60,72,61,59,67,57,56,68,61,60,65,76,57,68,74,69,55,76,64,73,57,57,73,59,61,54,69,62,79,85,66,66,71,51,80,63,80,68,58,52,69,71,67,75,59,88
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",05-15,64,59,61,74,64,59,71,56,75,73,77,58,60,70,67,67,66,53,58,79,67,69,71,51,60,77,60,66,77,53,63,66,60,63,69,60,59,84,64,64,73,66,63,70,69,75,63,61,59,75,60,56,70,59,66,55,58,62,83,65,71,76,71,56,76,71,68,60,56,54,68,64,68,77,60,78
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",05-16,60,65,53,63,80,62,75,63,77,67,82,56,57,76,60,73,68,59,61,70,76,75,62,57,63,78,62,64,71,61,63,68,60,60,60,58,60,73,66,62,58,53,61,53,80,80,63,58,63,71,57,57,69,56,61,55,64,60,76,66,84,75,71,64,67,63,68,67,59,60,67,64,64,62,61,80
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",05-17,62,78,55,61,80,58,75,70,85,67,89,60,53,79,59,86,64,66,69,70,80,71,66,61,55,65,61,59,62,62,68,69,69,59,58,64,65,64,63,59,57,58,60,55,82,75,69,65,63,72,63,59,59,61,64,60,71,64,79,71,90,66,63,66,64,62,68,78,69,64,66,71,68,61,57,76
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",05-18,60,61,62,66,67,57,66,60,85,62,72,58,58,85,57,88,70,53,71,76,79,62,61,53,61,60,64,56,66,68,79,69,70,55,64,70,63,66,71,64,59,61,64,57,71,78,68,71,60,69,67,58,62,60,58,68,73,61,67,60,74,58,68,68,60,65,70,71,65,71,72,70,67,58,58,76
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",05-19,60,68,67,68,60,60,62,59,67,57,74,65,52,66,60,92,70,63,63,82,71,67,60,54,71,62,63,66,61,72,82,75,61,58,69,73,60,60,59,68,64,65,60,67,70,72,60,76,59,61,66,60,64,65,64,58,62,59,68,55,75,62,56,70,67,67,72,74,63,72,68,57,65,61,61,78
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",05-20,73,70,63,77,58,55,60,58,66,55,81,62,57,62,61,93,59,64,57,69,65,81,64,66,79,67,69,61,64,65,62,75,55,58,72,67,59,71,57,71,70,62,67,62,63,63,68,76,62,64,58,63,61,74,60,66,67,61,69,60,59,67,55,54,58,60,68,78,66,76,72,62,59,62,67,60
